InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
564353,23312,VINTAGE CHRISTMAS GIFT SACK,4,2011-08-24,4.15,15764.0,United Kingdom
564719,22400,MAGNETS PACK OF 4 HOME SWEET HOME,3,2011-08-28,0.39,15325.0,United Kingdom
537332,22423,REGENCY CAKESTAND 3 TIER,2,2010-12-06,12.75,14344.0,United Kingdom
562024,23201,JUMBO BAG ALPHABET,2,2011-08-01,4.13,,United Kingdom
575070,22680,FRENCH BLUE METAL DOOR SIGN 5,1,2011-11-08,1.25,17841.0,United Kingdom
575074,23263,SET OF 3 WOODEN HEART DECORATIONS,2,2011-11-08,1.25,15356.0,United Kingdom
554960,21218,RED SPOTTY BISCUIT TIN,1,2011-05-27,8.29,,United Kingdom
568346,21524,DOORMAT SPOTTY HOME SWEET HOME,1,2011-09-26,16.63,14096.0,United Kingdom
541018,72802C,VANILLA SCENT CANDLE JEWELLED BOX,1,2011-01-13,4.25,14978.0,United Kingdom
566281,21446,12 RED ROSE PEG PLACE SETTINGS,6,2011-09-11,1.25,12748.0,United Kingdom
558430,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2011-06-29,1.25,13238.0,United Kingdom
546159,85194L,HANGING SPRING FLOWER EGG LARGE,12,2011-03-10,0.85,16471.0,United Kingdom
563909,23341,PINK DINER WALL CLOCK,1,2011-08-21,8.5,15701.0,United Kingdom
556733,21162,TOXIC AREA  DOOR HANGER ,4,2011-06-14,1.45,16919.0,United Kingdom
537897,22454,MEASURING TAPE BABUSHKA RED,6,2010-12-09,2.95,12683.0,France
539590,22295,HEART FILIGREE DOVE LARGE,24,2010-12-20,1.65,14733.0,United Kingdom
553702,21181,PLEASE ONE PERSON METAL SIGN,3,2011-05-18,2.1,13263.0,United Kingdom
567184,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,2,2011-09-18,0.55,16033.0,United Kingdom
570653,23013,GLASS APOTHECARY BOTTLE TONIC,1,2011-10-11,3.95,14710.0,United Kingdom
581476,22670,FRENCH WC SIGN BLUE METAL,24,2011-12-09,1.25,12433.0,Norway
580506,23562,SET OF 6 RIBBONS PERFECTLY PRETTY  ,6,2011-12-04,2.89,13319.0,United Kingdom
562371,22189,CREAM HEART CARD HOLDER,4,2011-08-04,3.95,13709.0,United Kingdom
576615,22467,GUMBALL COAT RACK,4,2011-11-15,2.55,17231.0,United Kingdom
563697,22378,WALL TIDY RETROSPOT ,2,2011-08-18,2.1,16813.0,United Kingdom
573151,23309,SET OF 60 I LOVE LONDON CAKE CASES ,6,2011-10-27,0.55,17602.0,United Kingdom
541215,20727,LUNCH BAG  BLACK SKULL.,10,2011-01-14,1.65,14329.0,United Kingdom
548708,22428,ENAMEL FIRE BUCKET CREAM,2,2011-04-03,6.95,13269.0,United Kingdom
576513,22435,SET OF 9 HEART SHAPED BALLOONS,3,2011-11-15,1.25,14715.0,United Kingdom
539754,47566,PARTY BUNTING,1,2010-12-21,4.65,12748.0,United Kingdom
540255,15034,PAPER POCKET TRAVELING FAN ,1,2011-01-05,0.85,,United Kingdom
546255,82581,TOILET METAL SIGN,12,2011-03-10,0.55,13468.0,United Kingdom
580727,84946,ANTIQUE SILVER T-LIGHT GLASS,7,2011-12-05,2.46,14096.0,United Kingdom
570797,23165,LARGE CERAMIC TOP STORAGE JAR,48,2011-10-12,1.45,15311.0,United Kingdom
542215,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,2011-01-26,1.25,12472.0,Germany
540971,22631,CIRCUS PARADE LUNCH BOX ,12,2011-01-12,1.95,12383.0,Belgium
574530,20727,LUNCH BAG  BLACK SKULL.,1,2011-11-04,1.65,16887.0,United Kingdom
543053,20941,FROG CANDLE,12,2011-02-03,1.25,17362.0,United Kingdom
549732,22499,WOODEN UNION JACK BUNTING,12,2011-04-11,5.95,15615.0,United Kingdom
564835,20685,DOORMAT RED RETROSPOT,1,2011-08-30,15.79,,United Kingdom
575972,21561,DINOSAUR LUNCH BOX WITH CUTLERY,2,2011-11-13,2.55,14499.0,United Kingdom
569232,20974,12 PENCILS SMALL TUBE SKULL,5,2011-10-02,0.65,16667.0,United Kingdom
565234,21787,RAIN PONCHO RETROSPOT,2,2011-09-02,1.63,,United Kingdom
570103,23203,JUMBO BAG VINTAGE DOILY ,6,2011-10-07,2.08,15719.0,United Kingdom
547248,47566,PARTY BUNTING,1,2011-03-22,10.79,,United Kingdom
555565,22037,ROBOT BIRTHDAY CARD,12,2011-06-05,0.42,15298.0,United Kingdom
547055,22384,LUNCH BAG PINK POLKADOT,3,2011-03-20,1.65,16444.0,United Kingdom
559052,82613A,"METAL SIGN,CUPCAKE SINGLE HOOK",1,2011-07-05,2.46,,United Kingdom
549118,85227,SET OF 6 3D KIT CARDS FOR KIDS,12,2011-04-06,0.85,14911.0,EIRE
536876,21891,TRADITIONAL WOODEN SKIPPING ROPE,4,2010-12-03,2.51,,United Kingdom
553890,22920,HERB MARKER BASIL,2,2011-05-19,1.63,,United Kingdom
539019,22696,WICKER WREATH LARGE,2,2010-12-15,1.95,17551.0,United Kingdom
560926,20839,FRENCH PAISLEY CUSHION COVER ,1,2011-07-22,3.29,,United Kingdom
550317,22621,TRADITIONAL KNITTING NANCY,12,2011-04-17,1.65,15172.0,United Kingdom
569374,22651,GENTLEMAN SHIRT REPAIR KIT ,1,2011-10-03,1.63,,United Kingdom
544663,22148,EASTER CRAFT 4 CHICKS ,12,2011-02-22,1.95,18188.0,United Kingdom
541830,90200C,BLUE SWEETHEART BRACELET,1,2011-01-21,4.15,,United Kingdom
579508,23318,BOX OF 6 MINI VINTAGE CRACKERS,2,2011-11-29,4.96,,United Kingdom
572283,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,4,2011-10-23,0.29,15000.0,United Kingdom
560580,22606,WOODEN SKITTLES GARDEN SET,6,2011-07-19,12.75,14088.0,United Kingdom
546888,22295,HEART FILIGREE DOVE LARGE,1,2011-03-17,3.29,,United Kingdom
555284,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,24,2011-06-02,0.72,14298.0,United Kingdom
573418,23411, TRELLIS COAT RACK,6,2011-10-31,4.95,15360.0,United Kingdom
543033,20828,GLITTER BUTTERFLY CLIPS,1,2011-02-02,2.55,17841.0,United Kingdom
571065,23247,BISCUIT TIN 50'S CHRISTMAS,12,2011-10-13,2.89,12613.0,Germany
544316,22822,CREAM WALL PLANTER HEART SHAPED,2,2011-02-17,5.95,16556.0,United Kingdom
554359,21933,PINK VINTAGE PAISLEY PICNIC BAG,10,2011-05-24,1.65,13590.0,United Kingdom
556913,23285,PINK VINTAGE SPOT BEAKER,8,2011-06-15,0.85,16523.0,United Kingdom
567096,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-09-16,2.95,15099.0,United Kingdom
551400,20725,LUNCH BAG RED RETROSPOT,10,2011-04-28,1.65,17160.0,United Kingdom
578149,21874,GIN AND TONIC MUG,1,2011-11-23,3.29,,United Kingdom
541811,22041,"RECORD FRAME 7"" SINGLE SIZE ",2,2011-01-21,4.96,,United Kingdom
572283,35970,ZINC FOLKART SLEIGH BELLS,4,2011-10-23,1.69,15000.0,United Kingdom
543546,85032B,BLOSSOM IMAGES GIFT WRAP SET,1,2011-02-09,4.13,,United Kingdom
543534,22276,WASH BAG VINTAGE ROSE PAISLEY,6,2011-02-09,2.55,13590.0,United Kingdom
576381,21481,FAWN BLUE HOT WATER BOTTLE,4,2011-11-15,3.75,12839.0,United Kingdom
546399,21733,RED HANGING HEART T-LIGHT HOLDER,6,2011-03-11,2.95,14352.0,United Kingdom
536544,22530,MAGIC DRAWING SLATE DOLLY GIRL ,5,2010-12-01,0.85,,United Kingdom
553679,47566B,TEA TIME PARTY BUNTING,12,2011-05-18,4.95,14565.0,United Kingdom
571280,22728,ALARM CLOCK BAKELIKE PINK,1,2011-10-16,3.75,18122.0,United Kingdom
549525,20717,STRAWBERRY SHOPPER BAG,2,2011-04-08,2.46,,United Kingdom
569469,21917,SET 12 KIDS  WHITE CHALK STICKS,3,2011-10-04,0.42,16360.0,United Kingdom
565679,47590B,PINK HAPPY BIRTHDAY BUNTING,9,2011-09-06,5.45,15199.0,United Kingdom
569129,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,1,2011-09-30,2.55,15034.0,United Kingdom
549964,22135,MINI LADLE LOVE HEART PINK,12,2011-04-13,0.42,13122.0,United Kingdom
540552,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-01-10,2.95,16350.0,United Kingdom
576618,21774,DECORATIVE CATS BATHROOM BOTTLE,1,2011-11-15,2.46,,United Kingdom
572098,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,2011-10-20,2.95,15117.0,United Kingdom
580504,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,2011-12-04,0.85,17936.0,United Kingdom
567796,23503,PLAYING CARDS KEEP CALM & CARRY ON,6,2011-09-22,1.25,16395.0,United Kingdom
573007,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,6,2011-10-27,2.95,16009.0,United Kingdom
552051,16156S,WRAP PINK FAIRY CAKES ,25,2011-05-06,0.42,14796.0,United Kingdom
551868,22077,6 RIBBONS RUSTIC CHARM,12,2011-05-04,1.65,12540.0,Spain
540373,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,5,2011-01-06,3.75,13280.0,United Kingdom
549577,22538,MINI JIGSAW GO TO THE FAIR,24,2011-04-11,0.42,14286.0,United Kingdom
558200,22432,WATERING CAN PINK BUNNY,2,2011-06-27,1.95,15976.0,United Kingdom
542932,79000,MOROCCAN TEA GLASS,12,2011-02-02,0.85,13089.0,United Kingdom
549116,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2011-04-06,8.95,16670.0,United Kingdom
537641,15056n,EDWARDIAN PARASOL NATURAL,2,2010-12-07,12.72,,United Kingdom
538626,22619,SET OF 6 SOLDIER SKITTLES,3,2010-12-13,3.75,17338.0,United Kingdom
558700,22556,PLASTERS IN TIN CIRCUS PARADE ,1,2011-07-01,1.65,17920.0,United Kingdom
574038,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,2011-11-02,4.95,18164.0,United Kingdom
544700,21914,BLUE HARMONICA IN BOX ,12,2011-02-23,1.25,18041.0,United Kingdom
559337,21931,JUMBO STORAGE BAG SUKI,1,2011-07-07,4.13,,United Kingdom
554112,90200D,PINK SWEETHEART BRACELET,1,2011-05-22,4.25,17611.0,United Kingdom
543448,22726,ALARM CLOCK BAKELIKE GREEN,1,2011-02-08,8.29,,United Kingdom
569700,21494,ROTATING LEAVES T-LIGHT HOLDER,1,2011-10-05,2.46,,United Kingdom
564359,20713,JUMBO BAG OWLS,1,2011-08-24,2.08,14056.0,United Kingdom
540355,20717,STRAWBERRY SHOPPER BAG,2,2011-01-06,2.51,,United Kingdom
548162,20734,SILVER MINI TAPE MEASURE ,7,2011-03-29,1.63,,United Kingdom
550527,22467,GUMBALL COAT RACK,24,2011-04-19,2.55,12476.0,Germany
569524,23209,LUNCH BAG VINTAGE DOILY ,1,2011-10-04,1.65,14506.0,United Kingdom
538177,21675,BUTTERFLIES STICKERS,1,2010-12-10,1.66,,United Kingdom
539437,22189,CREAM HEART CARD HOLDER,2,2010-12-17,8.47,,United Kingdom
541552,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,20,2011-01-19,1.95,15039.0,United Kingdom
553565,23089,GLASS BON BON JAR,12,2011-05-18,1.65,17505.0,United Kingdom
553727,22386,JUMBO BAG PINK POLKADOT,10,2011-05-18,2.08,13531.0,United Kingdom
562101,23203,JUMBO BAG DOILEY PATTERNS,10,2011-08-02,2.08,13850.0,United Kingdom
565216,22083,PAPER CHAIN KIT RETROSPOT,12,2011-09-01,2.95,12971.0,United Kingdom
559676,21175,GIN + TONIC DIET METAL SIGN,12,2011-07-11,2.55,17340.0,United Kingdom
580103,82482,WOODEN PICTURE FRAME WHITE FINISH,4,2011-12-01,2.95,16242.0,United Kingdom
580727,22124,SET OF 2 TEA TOWELS PING MICROWAVE,5,2011-12-05,2.46,14096.0,United Kingdom
541422,90116,FRUIT SALAD BAG CHARM,1,2011-01-17,2.46,,United Kingdom
542002,20712,JUMBO BAG WOODLAND ANIMALS,20,2011-01-25,1.65,14298.0,United Kingdom
560635,23031,DRAWER KNOB CRACKLE GLAZE PINK,6,2011-07-20,1.65,12521.0,Germany
543481,22109,FULL ENGLISH BREAKFAST PLATE,1,2011-02-08,3.75,14606.0,United Kingdom
538522,22638,SET OF 4 NAPKIN CHARMS CROWNS ,64,2010-12-13,0.85,16210.0,United Kingdom
561043,71038,WHITE HANGING BEADS CANDLE HOLDER,8,2011-07-24,5.45,15708.0,United Kingdom
566534,22726,ALARM CLOCK BAKELIKE GREEN,6,2011-09-13,8.29,,United Kingdom
552551,22384,LUNCH BAG PINK POLKADOT,10,2011-05-10,1.65,15433.0,United Kingdom
554512,22766,PHOTO FRAME CORNICE,1,2011-05-24,5.79,,United Kingdom
567612,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,12,2011-09-21,0.85,17164.0,United Kingdom
562779,21917,SET 12 KIDS  WHITE CHALK STICKS,3,2011-08-09,0.42,17841.0,United Kingdom
573269,22138,BAKING SET 9 PIECE RETROSPOT ,2,2011-10-28,4.95,16764.0,United Kingdom
578926,22865,HAND WARMER OWL DESIGN,2,2011-11-27,2.1,18156.0,United Kingdom
546129,35610B,thrown away,-541,2011-03-09,0.0,,United Kingdom
568181,23214,JINGLE BELL HEART ANTIQUE GOLD,12,2011-09-25,2.08,17154.0,United Kingdom
572295,21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,2,2011-10-23,1.25,16686.0,United Kingdom
559162,90016A,SILVER/M.O.P PENDANT ORBIT NECKLACE,1,2011-07-06,8.32,,United Kingdom
574481,22636,CHILDS BREAKFAST SET CIRCUS PARADE,1,2011-11-04,8.5,18022.0,United Kingdom
536865,22518,CHILDS GARDEN BRUSH BLUE,1,2010-12-03,4.21,,United Kingdom
542087,71459,HANGING JAM JAR T-LIGHT HOLDER,24,2011-01-25,0.85,14849.0,United Kingdom
576618,22295,HEART FILIGREE DOVE LARGE,2,2011-11-15,3.29,,United Kingdom
551199,22650,CERAMIC PIRATE CHEST MONEY BANK,12,2011-04-27,1.45,13018.0,United Kingdom
573104,21535,RED RETROSPOT SMALL MILK JUG,6,2011-10-27,2.55,17652.0,United Kingdom
538163,47504H,ENGLISH ROSE SPIRIT LEVEL ,1,2010-12-09,1.95,17841.0,United Kingdom
577736,22424,ENAMEL BREAD BIN CREAM,1,2011-11-21,12.75,14606.0,United Kingdom
581113,21623,VINTAGE UNION JACK MEMOBOARD,1,2011-12-07,9.95,14534.0,United Kingdom
580638,23084,RABBIT NIGHT LIGHT,12,2011-12-05,2.08,12381.0,Norway
569545,21174,POTTERING IN THE SHED METAL SIGN,2,2011-10-04,4.13,,United Kingdom
536640,22761,CHEST 7 DRAWER MA CAMPAGNE,1,2010-12-02,24.95,,United Kingdom
577034,22650,CERAMIC PIRATE CHEST MONEY BANK,2,2011-11-17,1.45,12847.0,United Kingdom
542080,21126,SET OF 6 GIRLS CELEBRATION CANDLES,12,2011-01-25,1.25,13815.0,Germany
558375,22727,ALARM CLOCK BAKELIKE RED ,12,2011-06-28,3.75,13418.0,United Kingdom
538170,22654,DELUXE SEWING KIT ,1,2010-12-09,5.95,13969.0,United Kingdom
563615,20711,JUMBO BAG TOYS ,10,2011-08-18,2.08,16945.0,United Kingdom
543653,21877,HOME SWEET HOME MUG,1,2011-02-11,1.25,14796.0,United Kingdom
563936,22065,CHRISTMAS PUDDING TRINKET POT ,12,2011-08-22,1.45,17828.0,Malta
541276,20713,JUMBO BAG OWLS,100,2011-01-17,1.65,15316.0,United Kingdom
580358,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,2,2011-12-02,3.75,17238.0,United Kingdom
C552552,22169,FAMILY ALBUM WHITE PICTURE FRAME,-8,2011-05-10,7.65,16525.0,United Kingdom
581219,23372,SET 36 COLOUR PENCILS DOLLY GIRL,3,2011-12-08,2.46,,United Kingdom
570443,20712,JUMBO BAG WOODLAND ANIMALS,1,2011-10-10,2.08,17203.0,United Kingdom
577316,23497,CLASSIC CHROME BICYCLE BELL ,12,2011-11-18,1.45,12578.0,Italy
580730,23375,50'S CHRISTMAS PAPER GIFT BAG,1,2011-12-05,1.63,,United Kingdom
564059,22384,LUNCH BAG PINK POLKADOT,10,2011-08-22,1.65,15796.0,United Kingdom
552078,21936,RED RETROSPOT PICNIC BAG,10,2011-05-06,2.95,16748.0,United Kingdom
553134,23281,FOLDING MIRROR RED  ,6,2011-05-13,0.83,15382.0,United Kingdom
561968,23336,EGG FRYING PAN PINK ,2,2011-08-01,2.08,16332.0,United Kingdom
580964,84946,ANTIQUE SILVER T-LIGHT GLASS,12,2011-12-06,1.25,15822.0,United Kingdom
579443,22748,POPPY'S PLAYHOUSE KITCHEN,2,2011-11-29,2.1,16479.0,United Kingdom
572549,23330,DECORATIVE WICKER HEART MEDIUM,1,2011-10-24,2.46,,United Kingdom
572095,48184,DOORMAT ENGLISH ROSE ,1,2011-10-20,8.25,15511.0,United Kingdom
562368,20723,STRAWBERRY CHARLOTTE BAG,50,2011-08-04,0.85,16570.0,United Kingdom
543390,84880,,-5,2011-02-08,0.0,,United Kingdom
574555,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,5,2011-11-04,0.29,16426.0,United Kingdom
542899,84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,2,2011-02-01,3.75,17376.0,United Kingdom
569133,20973,12 PENCIL SMALL TUBE WOODLAND,24,2011-09-30,0.65,15185.0,United Kingdom
548152,22138,BAKING SET 9 PIECE RETROSPOT ,3,2011-03-29,4.95,17398.0,United Kingdom
548873,22087,PAPER BUNTING WHITE LACE,40,2011-04-04,2.55,12971.0,United Kingdom
565788,23334,IVORY WICKER HEART SMALL,48,2011-09-07,0.63,13210.0,United Kingdom
573934,23337,EGG FRYING PAN MINT ,6,2011-11-02,2.08,17719.0,United Kingdom
552677,21169,YOU'RE CONFUSING ME METAL SIGN ,1,2011-05-10,4.13,,United Kingdom
548373,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-03-30,3.12,,United Kingdom
539421,21481,FAWN BLUE HOT WATER BOTTLE,6,2010-12-17,2.95,14016.0,EIRE
570049,23154,SET OF 4 JAM JAR MAGNETS,4,2011-10-07,2.08,17228.0,United Kingdom
551471,85199S,SMALL HANGING IVORY/RED WOOD BIRD,1,2011-04-28,0.42,16370.0,United Kingdom
543097,82482,WOODEN PICTURE FRAME WHITE FINISH,7,2011-02-03,4.96,,United Kingdom
547571,22197,SMALL POPCORN HOLDER,24,2011-03-24,0.85,16265.0,United Kingdom
566847,47566,PARTY BUNTING,2,2011-09-15,4.95,15005.0,United Kingdom
581502,22952,60 CAKE CASES VINTAGE CHRISTMAS,10,2011-12-09,0.55,15910.0,United Kingdom
538071,17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,1,2010-12-09,2.51,,United Kingdom
572897,21774,DECORATIVE CATS BATHROOM BOTTLE,1,2011-10-26,2.46,,United Kingdom
556784,23170,REGENCY TEA PLATE ROSES ,12,2011-06-14,1.65,14461.0,United Kingdom
547647,48187,DOORMAT NEW ENGLAND,2,2011-03-24,7.95,15144.0,United Kingdom
554975,22605,WOODEN CROQUET GARDEN SET,1,2011-05-29,14.95,17819.0,United Kingdom
571549,23503,PLAYING CARDS KEEP CALM & CARRY ON,12,2011-10-18,1.25,13536.0,United Kingdom
536559,51014L,"FEATHER PEN,LIGHT PINK",12,2010-12-01,0.85,17873.0,United Kingdom
550205,21980,PACK OF 12 RED RETROSPOT TISSUES ,2,2011-04-15,0.79,,United Kingdom
542106,20676,RED RETROSPOT BOWL,24,2011-01-25,1.25,12709.0,Germany
558046,22840,ROUND CAKE TIN VINTAGE RED,2,2011-06-24,7.95,,EIRE
578519,22385,JUMBO BAG SPACEBOY DESIGN,1,2011-11-24,2.08,14591.0,United Kingdom
555383,22664,TOY TIDY DOLLY GIRL DESIGN,1,2011-06-02,2.1,12517.0,Germany
560942,22066,LOVE HEART TRINKET POT,6,2011-07-22,0.39,15005.0,United Kingdom
575504,47566,PARTY BUNTING,8,2011-11-10,4.95,14895.0,United Kingdom
576329,22654,DELUXE SEWING KIT ,2,2011-11-14,5.79,,United Kingdom
558043,23199,JUMBO BAG APPLES,10,2011-06-24,2.08,13425.0,United Kingdom
547669,85099C,JUMBO  BAG BAROQUE BLACK WHITE,4,2011-03-24,1.95,12748.0,United Kingdom
560188,22191,IVORY DINER WALL CLOCK,2,2011-07-15,8.5,18229.0,United Kingdom
554697,21164,HOME SWEET HOME METAL SIGN ,3,2011-05-25,2.95,14584.0,United Kingdom
549789,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,32,2011-04-12,0.65,17160.0,United Kingdom
564335,21164,HOME SWEET HOME METAL SIGN ,2,2011-08-24,2.95,15800.0,United Kingdom
579692,23168,CLASSIC CAFE SUGAR DISPENSER,12,2011-11-30,1.25,12433.0,Norway
574170,23349,ROLL WRAP VINTAGE CHRISTMAS,12,2011-11-03,1.25,16221.0,United Kingdom
578827,22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,1,2011-11-25,1.63,,United Kingdom
536813,20668,DISCO BALL CHRISTMAS DECORATION,24,2010-12-02,0.12,15646.0,United Kingdom
543345,22488,NATURAL SLATE RECTANGLE CHALKBOARD,5,2011-02-07,3.29,,United Kingdom
546317,21504,SKULLS GREETING CARD,12,2011-03-11,0.42,14913.0,United Kingdom
579297,21865,PINK UNION JACK  PASSPORT COVER ,1,2011-11-29,4.13,,United Kingdom
538077,21868,POTTING SHED TEA MUG,6,2010-12-09,1.25,14667.0,United Kingdom
541205,20719,WOODLAND CHARLOTTE BAG,1,2011-01-14,0.85,18106.0,United Kingdom
560359,23013,GLASS APOTHECARY BOTTLE TONIC,1,2011-07-18,3.95,14159.0,United Kingdom
537606,22637,PIGGY BANK RETROSPOT ,4,2010-12-07,2.55,15002.0,United Kingdom
537134,21481,FAWN BLUE HOT WATER BOTTLE,6,2010-12-05,2.95,16983.0,United Kingdom
563712,21986,PACK OF 12 PINK POLKADOT TISSUES,24,2011-08-18,0.29,12680.0,France
552710,23173,REGENCY TEAPOT ROSES ,12,2011-05-11,8.15,13098.0,United Kingdom
574328,23309,SET OF 60 I LOVE LONDON CAKE CASES ,24,2011-11-04,0.55,13081.0,United Kingdom
556483,22898,CHILDRENS APRON APPLES DESIGN,1,2011-06-12,1.95,14823.0,United Kingdom
537224,22829,SWEETHEART WIRE WALL TIDY,2,2010-12-05,9.95,13174.0,United Kingdom
542997,22891,TEA FOR ONE POLKADOT,1,2011-02-02,8.29,,United Kingdom
581217,22998,TRAVEL CARD WALLET KEEP CALM,7,2011-12-08,0.83,,United Kingdom
575087,21232,STRAWBERRY CERAMIC TRINKET POT,1,2011-11-08,1.25,16549.0,United Kingdom
566286,22902,TOTE BAG I LOVE LONDON,12,2011-09-11,2.1,14057.0,United Kingdom
559513,23028,DRAWER KNOB CRACKLE GLAZE BLUE,8,2011-07-08,1.65,14534.0,United Kingdom
567854,22383,LUNCH BAG SUKI DESIGN ,10,2011-09-22,1.65,14038.0,United Kingdom
572295,22175,PINK OWL SOFT TOY,1,2011-10-23,2.95,16686.0,United Kingdom
561897,22907,PACK OF 20 NAPKINS PANTRY DESIGN,3,2011-07-31,0.85,17841.0,United Kingdom
567610,21975,PACK OF 60 DINOSAUR CAKE CASES,120,2011-09-21,0.42,17511.0,United Kingdom
573143,23567,EGG CUP HENRIETTA HEN PINK,12,2011-10-27,1.25,13098.0,United Kingdom
559948,23211,RED ROCKING HORSE HAND PAINTED,24,2011-07-14,1.25,12653.0,Israel
577078,23633,SET 10 CARDS WORLD CHILDREN 17067,1,2011-11-17,2.49,,United Kingdom
572291,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,3,2011-10-23,0.85,16931.0,United Kingdom
544107,21926,RED/CREAM STRIPE CUSHION COVER ,12,2011-02-16,1.25,15670.0,United Kingdom
580136,71270,PHOTO CLIP LINE,1,2011-12-01,1.25,17841.0,United Kingdom
550183,22151,PLACE SETTING WHITE HEART,24,2011-04-14,0.42,14105.0,United Kingdom
555979,23206,LUNCH BAG APPLE DESIGN,1,2011-06-08,1.65,15039.0,United Kingdom
581502,85049A,TRADITIONAL CHRISTMAS RIBBONS,4,2011-12-09,1.25,15910.0,United Kingdom
546421,22900, SET 2 TEA TOWELS I LOVE LONDON ,12,2011-03-13,2.95,13700.0,United Kingdom
550316,21974,SET OF 36 PAISLEY FLOWER DOILIES,12,2011-04-17,1.45,16193.0,United Kingdom
572866,20719,WOODLAND CHARLOTTE BAG,6,2011-10-26,0.85,15005.0,United Kingdom
552229,75049L,LARGE CIRCULAR MIRROR MOBILE,6,2011-05-06,2.46,,United Kingdom
566018,22296,HEART IVORY TRELLIS LARGE,12,2011-09-08,1.65,13137.0,United Kingdom
550137,21042,RED RETROSPOT APRON ,3,2011-04-14,5.95,12477.0,Germany
564943,22865,HAND WARMER OWL DESIGN,24,2011-08-31,2.1,17706.0,United Kingdom
562043,85132C,CHARLIE AND LOLA FIGURES TINS,12,2011-08-02,1.95,15342.0,United Kingdom
568719,84050,PINK HEART SHAPE EGG FRYING PAN,1,2011-09-28,4.13,,United Kingdom
568413,23165,LARGE CERAMIC TOP STORAGE JAR,3,2011-09-27,1.65,14818.0,United Kingdom
575070,22431,WATERING CAN BLUE ELEPHANT,1,2011-11-08,1.95,17841.0,United Kingdom
554108,21908,CHOCOLATE THIS WAY METAL SIGN,4,2011-05-22,2.1,13668.0,United Kingdom
556234,22271,FELTCRAFT DOLL ROSIE,1,2011-06-09,2.95,17961.0,United Kingdom
580673,22382,LUNCH BAG SPACEBOY DESIGN ,12,2011-12-05,1.65,13089.0,United Kingdom
542869,22296,HEART IVORY TRELLIS LARGE,24,2011-02-01,1.65,17035.0,United Kingdom
574959,23309,SET OF 60 I LOVE LONDON CAKE CASES ,1,2011-11-08,0.55,17886.0,United Kingdom
C569743,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,-130,2011-10-06,1.79,15769.0,United Kingdom
581414,22027,TEA PARTY BIRTHDAY CARD,12,2011-12-08,0.42,14730.0,United Kingdom
578811,22650,CERAMIC PIRATE CHEST MONEY BANK,24,2011-11-25,1.45,12438.0,Norway
537462,20728,LUNCH BAG CARS BLUE,6,2010-12-07,1.65,17228.0,United Kingdom
569416,23399,HOME SWEET HOME HANGING HEART,12,2011-10-04,0.85,13801.0,United Kingdom
574887,21014,SWISS CHALET TREE DECORATION ,24,2011-11-07,0.29,13717.0,United Kingdom
578022,22491,PACK OF 12 COLOURED PENCILS,2,2011-11-22,0.85,17371.0,United Kingdom
546538,22139,RETROSPOT TEA SET CERAMIC 11 PC ,6,2011-03-14,4.95,16327.0,United Kingdom
572771,23452,HEART MINI PORTRAIT FRAME,6,2011-10-26,1.95,16173.0,United Kingdom
552614,23202,JUMBO BAG VINTAGE LEAF,10,2011-05-10,2.08,14849.0,United Kingdom
581413,21481,FAWN BLUE HOT WATER BOTTLE,4,2011-12-08,3.75,16833.0,United Kingdom
557493,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,2011-06-20,10.79,,United Kingdom
C545852,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-8,2011-03-07,2.95,14048.0,United Kingdom
559505,21175,GIN + TONIC DIET METAL SIGN,12,2011-07-08,2.55,16398.0,United Kingdom
556937,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2011-06-15,2.95,17716.0,United Kingdom
575298,22283,6 EGG HOUSE PAINTED WOOD,1,2011-11-09,7.95,17841.0,United Kingdom
